id,user_id,timestamp,activity_type,category,title,price,saved_amount,response_time_sec
80,1,2024-12-05T22:30:00Z,delivery_sent,Электроника,Игровая приставка PS5,45000,0,0
81,2,2024-11-25T23:15:00Z,search,Одежда,Пуховик зимний брендовый,0,0,0
82,2,2024-11-26T23:50:00Z,save_favorite,Одежда,Пуховик зимний брендовый,18000,5000,0
83,2,2024-11-27T00:30:00Z,item_bought,Одежда,Пуховик зимний брендовый,13000,5000,0
84,2,2024-12-01T14:00:00Z,delivery_received,Одежда,Пуховик зимний брендовый,0,0,0
85,3,2024-09-15T23:40:00Z,search,Запчасти,Выхлоп Akrapovic Titanium,0,0,0
86,3,2024-09-16T01:20:00Z,save_favorite,Запчасти,Выхлоп Akrapovic Titanium,130000,20000,0
87,3,2024-09-17T02:00:00Z,item_bought,Запчасти,Выхлоп Akrapovic Titanium,110000,20000,0
88,3,2024-10-10T12:00:00Z,review_left,Запчасти,Выхлоп Akrapovic Titanium,0,0,0
89,4,2024-07-10T19:00:00Z,search,Мебель,Стеллаж лофт Икеа,0,0,0
90,4,2024-07-12T20:30:00Z,item_bought,Мебель,Стеллаж лофт Икеа,6000,2000,0
91,4,2024-08-01T15:00:00Z,delivery_received,Мебель,Стеллаж лофт Икеа,0,0,0
92,5,2024-11-20T10:00:00Z,chat_sent,Электроника,Наушники JBL Tune,0,0,60
93,5,2024-11-25T11:00:00Z,review_left,Электроника,Наушники JBL Tune,0,0,0
94,5,2024-12-02T16:00:00Z,search,Электроника,Клавиатура механика,0,0,0
95,5,2024-12-03T18:00:00Z,save_favorite,Электроника,Клавиатура механика Keychron,8000,1500,0

